 No. ,������,�����ѷ�,ȭ��,Ű,��ż����㸮�ѷ�,������,�Ӹ��ѷ�,�߱���,����,������,������,����������,����������,������,����ȭ,BMI����
 972 ,20130415,114.1 cm,88.5 cm,176.7 cm,72.5 cm (28.5 in),77.8 cm,58.2 cm,26.5 cm,10.0 cm,91.6 kg,115-178,115-M(82)-178,75-M(79.2)-178,58ȣ,265mm,29.3
 973 ,20130415,98.5 cm,84.3 cm,168.5 cm,83.5 cm (32.9 in),74.4 cm,55.7 cm,25.8 cm,9.1 cm,65.5 kg,100-168,100-L(80)-168,85-M(74.8)-168,56ȣ,260mm,23.1
 974 ,20130415,106.8 cm,86.7 cm,172.7 cm,99.8 cm (39.3 in),76.3 cm,58.4 cm,27.0 cm,9.6 cm,85.6 kg,105-173,105-L(82)-173,100-M(77)-173,58ȣ,270mm,28.7
 975 ,20130415,98.8 cm,84.3 cm,169.5 cm,89.3 cm (35.2 in),74.6 cm,57.3 cm,26.2 cm,9.8 cm,69.3 kg,100-168,100-L(82)-173,90-S(71.8)-168,57ȣ,265mm,24.1
 976 ,20130415,96.9 cm,86.8 cm,173.3 cm,88.8 cm (35.0 in),76.3 cm,57.6 cm,26.7 cm,9.3 cm,76.0 kg,95-173,95-L(82)-173,90-M(77)-173,58ȣ,270mm,25.3
 977 ,20130415,92.1 cm,88.5 cm,176.1 cm,78.1 cm (30.7 in),77.7 cm,56.4 cm,26.2 cm,9.7 cm,67.3 kg,90-178,95-L(84)-178,80-S(76.2)-178,56ȣ,265mm,21.7
 978 ,20130415,100.4 cm,88.1 cm,175.4 cm,88.7 cm (34.9 in),77.1 cm,57.1 cm,27.8 cm,11.0 cm,80.0 kg,100-173,100-L(84)-178,90-M(77)-173,57ȣ,280mm,26.0
 979 ,20130415,112.8 cm,85.5 cm,171.2 cm,107.6 cm (42.4 in),75.5 cm,57.2 cm,25.2 cm,10.0 cm,96.8 kg,115-173,115-M(80)-173,100-M(77)-173,57ȣ,255mm,33.0
 980 ,20130415,97.5 cm,84.0 cm,167.2 cm,81.8 cm (32.2 in),73.8 cm,60.0 cm,25.2 cm,8.0 cm,66.6 kg,100-168,100-L(80)-168,80-M(74.8)-168,60ȣ,255mm,23.8
 981 ,20130415,95.1 cm,87.4 cm,175.4 cm,86.4 cm (34.0 in),77.2 cm,56.8 cm,27.9 cm,9.4 cm,63.3 kg,95-173,95-L(84)-178,85-M(77)-173,57ȣ,280mm,20.5
 982 ,20130415,95.6 cm,83.4 cm,165.9 cm,85.0 cm (33.5 in),73.3 cm,57.4 cm,24.3 cm,9.1 cm,60.2 kg,95-168,95-L(80)-168,85-M(74.8)-168,57ȣ,245mm,21.9
 983 ,20130415,95.5 cm,88.2 cm,176.0 cm,77.1 cm (30.4 in),77.8 cm,56.7 cm,27.8 cm,8.8 cm,64.8 kg,95-178,95-L(84)-178,75-M(79.2)-178,57ȣ,280mm,20.9
 984 ,20130415,100.2 cm,83.8 cm,167.0 cm,84.3 cm (33.2 in),73.7 cm,60.0 cm,25.4 cm,9.4 cm,70.6 kg,100-168,100-L(80)-168,85-M(74.8)-168,60ȣ,255mm,25.4
 985 ,20130415,91.9 cm,83.3 cm,167.3 cm,75.0 cm (29.5 in),73.8 cm,60.3 cm,25.0 cm,8.7 cm,59.7 kg,90-168,95-L(80)-168,75-M(74.8)-168,60ȣ,250mm,21.3
 986 ,20130415,90.6 cm,89.1 cm,177.3 cm,71.3 cm (28.1 in),78.3 cm,55.0 cm,26.0 cm,10.1 cm,60.5 kg,90-178,95-L(84)-178,75-M(79.2)-178,55ȣ,260mm,19.2
 987 ,20130415,94.0 cm,84.2 cm,169.0 cm,73.8 cm (29.1 in),74.6 cm,55.6 cm,25.4 cm,9.7 cm,61.0 kg,95-168,95-L(80)-168,75-M(74.8)-168,56ȣ,255mm,21.4
 988 ,20130415,83.6 cm,84.6 cm,170.0 cm,81.5 cm (32.1 in),74.7 cm,58.0 cm,25.2 cm,8.7 cm,52.3 kg,90-168,90-M(80)-173,80-M(74.8)-168,58ȣ,255mm,18.1
 989 ,20130415,95.4 cm,84.4 cm,169.2 cm,84.4 cm (33.2 in),74.7 cm,53.0 cm,25.6 cm,9.1 cm,62.5 kg,95-168,95-L(82)-173,85-M(74.8)-168,53ȣ,260mm,21.8
 990 ,20130415,99.2 cm,90.6 cm,181.7 cm,83.1 cm (32.7 in),80.2 cm,59.4 cm,27.8 cm,9.3 cm,76.5 kg,100-185,100-L(87)-185,85-M(79.2)-178,59ȣ,280mm,23.1
 991 ,20130415,103.2 cm,86.1 cm,172.0 cm,88.8 cm (34.9 in),75.7 cm,59.1 cm,26.5 cm,9.9 cm,77.4 kg,105-173,105-L(82)-173,90-M(77)-173,59ȣ,265mm,26.2
 992 ,20130415,92.4 cm,84.2 cm,168.2 cm,81.8 cm (32.2 in),74.0 cm,58.1 cm,25.1 cm,9.5 cm,60.9 kg,90-168,95-L(80)-168,80-M(74.8)-168,58ȣ,255mm,21.5
 993 ,20130415,97.1 cm,86.7 cm,174.3 cm,87.5 cm (34.5 in),76.7 cm,55.6 cm,25.8 cm,8.7 cm,67.4 kg,95-173,95-L(84)-178,90-M(77)-173,56ȣ,260mm,22.3
 994 ,20130415,102.6 cm,83.6 cm,166.6 cm,95.6 cm (37.6 in),73.4 cm,58.3 cm,25.2 cm,9.2 cm,83.3 kg,105-168,100-L(80)-168,95-S(71.8)-168,58ȣ,255mm,30.0
 995 ,20130415,113.8 cm,84.6 cm,169.9 cm,104.1 cm (41.0 in),74.7 cm,59.6 cm,27.1 cm,9.6 cm,90.1 kg,115-173,115-M(80)-173,100-M(77)-173,60ȣ,275mm,31.2
 996 ,20130415,110.6 cm,84.6 cm,170.2 cm,100.5 cm (39.6 in),75.1 cm,56.1 cm,24.8 cm,10.2 cm,83.2 kg,110-168,110-M(80)-173,100-M(77)-173,56ȣ,250mm,28.8
 997 ,20130415,95.7 cm,87.9 cm,175.4 cm,88.1 cm (34.7 in),77.3 cm,57.0 cm,26.0 cm,8.6 cm,67.8 kg,95-173,95-L(84)-178,90-M(77)-173,57ȣ,260mm,22.0
 998 ,20130415,105.4 cm,87.1 cm,173.3 cm,79.5 cm (31.3 in),76.5 cm,56.6 cm,26.6 cm,9.3 cm,80.4 kg,105-173,105-L(82)-173,80-M(77)-173,57ȣ,270mm,26.7
 999 ,20130415,103.5 cm,85.4 cm,171.8 cm,91.0 cm (35.8 in),75.5 cm,59.1 cm,26.9 cm,10.5 cm,78.1 kg,105-173,105-L(82)-173,90-M(77)-173,59ȣ,270mm,26.4
" 1,000 ",20130415,95.5 cm,83.5 cm,167.7 cm,81.0 cm (31.9 in),73.8 cm,58.6 cm,24.4 cm,9.1 cm,65.0 kg,95-168,95-L(80)-168,80-M(74.8)-168,59ȣ,245mm,23.2
" 1,001 ",20130415,101.4 cm,88.7 cm,176.6 cm,95.3 cm (37.5 in),78.0 cm,57.8 cm,27.4 cm,9.1 cm,77.1 kg,100-178,100-L(84)-178,95-M(79.2)-178,58ȣ,275mm,24.7
" 1,002 ",20130415,96.8 cm,87.3 cm,173.6 cm,84.1 cm (33.1 in),76.6 cm,57.7 cm,27.6 cm,9.4 cm,67.5 kg,95-173,95-L(82)-173,85-M(77)-173,58ȣ,280mm,22.4
" 1,003 ",20130415,97.6 cm,84.1 cm,168.9 cm,83.5 cm (32.9 in),74.3 cm,56.9 cm,24.0 cm,8.6 cm,65.8 kg,100-168,100-L(80)-168,85-M(74.8)-168,57ȣ,240mm,23.1
" 1,004 ",20130415,88.7 cm,86.7 cm,173.5 cm,70.5 cm (27.8 in),76.4 cm,57.1 cm,25.1 cm,9.3 cm,54.1 kg,90-173,90-M(82)-178,70-M(77)-173,57ȣ,255mm,18.1
" 1,005 ",20130415,103.7 cm,88.1 cm,176.9 cm,81.9 cm (32.2 in),78.0 cm,57.0 cm,30.4 cm,8.5 cm,69.3 kg,105-178,105-L(84)-178,80-M(79.2)-178,57ȣ,305mm,22.2
" 1,006 ",20130415,87.6 cm,90.5 cm,181.1 cm,72.6 cm (28.6 in),79.7 cm,57.1 cm,26.8 cm,10.1 cm,64.3 kg,90-178,90-M(85)-185,75-M(79.2)-178,57ȣ,270mm,19.6
" 1,007 ",20130415,82.4 cm,87.2 cm,173.8 cm,72.1 cm (28.4 in),76.7 cm,53.3 cm,25.1 cm,8.3 cm,46.8 kg,90-173,90-M(82)-178,70-M(77)-173,53ȣ,255mm,15.5
" 1,008 ",20130415,100.2 cm,90.6 cm,180.6 cm,93.0 cm (36.6 in),79.6 cm,58.3 cm,26.4 cm,9.9 cm,84.0 kg,100-178,100-L(87)-185,95-M(79.2)-178,58ȣ,265mm,25.8
" 1,009 ",20130415,92.2 cm,90.7 cm,180.9 cm,81.8 cm (32.2 in),79.8 cm,57.3 cm,27.1 cm,8.6 cm,65.5 kg,90-178,90-M(85)-185,80-M(79.2)-178,57ȣ,275mm,20.0
" 1,010 ",20130415,105.9 cm,93.0 cm,185.4 cm,94.5 cm (37.2 in),81.8 cm,58.8 cm,27.7 cm,10.3 cm,81.8 kg,105-185,105-M(85)-185,95-M(82.3)-185,59ȣ,280mm,23.8
" 1,011 ",20130415,100.2 cm,88.7 cm,176.9 cm,89.5 cm (35.2 in),78.0 cm,57.1 cm,28.3 cm,9.4 cm,82.7 kg,100-178,100-L(84)-178,90-M(79.2)-178,57ȣ,285mm,26.3
" 1,012 ",20130415,87.3 cm,83.0 cm,166.7 cm,74.4 cm (29.3 in),73.6 cm,57.1 cm,25.7 cm,9.3 cm,55.5 kg,90-168,90-M(78)-168,75-M(74.8)-168,57ȣ,260mm,20.0
" 1,013 ",20130415,112.9 cm,88.9 cm,178.2 cm,95.1 cm (37.4 in),78.5 cm,57.0 cm,27.2 cm,9.6 cm,88.3 kg,115-178,115-M(82)-178,95-M(79.2)-178,57ȣ,275mm,27.8
" 1,014 ",20130415,91.2 cm,82.8 cm,166.1 cm,74.6 cm (29.4 in),73.3 cm,59.1 cm,24.8 cm,10.0 cm,59.1 kg,90-168,95-L(80)-168,75-M(74.8)-168,59ȣ,250mm,21.5
" 1,015 ",20130415,97.2 cm,86.6 cm,173.2 cm,82.4 cm (32.4 in),76.5 cm,57.8 cm,25.3 cm,9.3 cm,67.2 kg,95-173,95-L(82)-173,80-M(77)-173,58ȣ,255mm,22.4
" 1,016 ",20130415,91.8 cm,86.8 cm,173.4 cm,78.1 cm (30.8 in),76.4 cm,55.9 cm,26.5 cm,9.0 cm,60.8 kg,90-173,95-L(82)-173,80-M(77)-173,56ȣ,265mm,20.2
" 1,017 ",20130415,100.1 cm,87.3 cm,175.3 cm,91.2 cm (35.9 in),77.0 cm,61.1 cm,26.5 cm,10.4 cm,83.2 kg,100-173,100-L(84)-178,90-M(77)-173,61ȣ,265mm,27.1
" 1,018 ",20130415,98.2 cm,86.1 cm,172.6 cm,80.2 cm (31.6 in),76.2 cm,57.9 cm,26.1 cm,9.3 cm,72.4 kg,100-173,100-L(82)-173,80-M(77)-173,58ȣ,265mm,24.3
" 1,019 ",20130415,90.4 cm,85.3 cm,171.4 cm,68.4 cm (26.9 in),75.7 cm,56.0 cm,25.5 cm,9.1 cm,52.3 kg,90-173,90-M(80)-173,70-M(77)-173,56ȣ,255mm,17.8
" 1,020 ",20130415,103.1 cm,91.6 cm,183.2 cm,91.8 cm (36.1 in),80.9 cm,59.7 cm,26.8 cm,9.6 cm,78.0 kg,105-185,100-L(87)-185,90-M(82.3)-185,60ȣ,270mm,23.2
" 1,021 ",20130415,99.1 cm,86.9 cm,173.5 cm,93.1 cm (36.7 in),76.3 cm,57.6 cm,27.0 cm,9.5 cm,67.2 kg,100-173,100-L(82)-173,95-M(77)-173,58ȣ,270mm,22.4
" 1,022 ",20130415,102.8 cm,91.5 cm,183.8 cm,92.9 cm (36.6 in),81.2 cm,59.9 cm,27.9 cm,10.2 cm,87.5 kg,105-185,100-L(87)-185,95-M(82.3)-185,60ȣ,280mm,25.9
" 1,023 ",20130415,108.0 cm,89.4 cm,179.1 cm,98.7 cm (38.8 in),79.1 cm,58.5 cm,27.5 cm,9.8 cm,94.7 kg,110-178,105-L(84)-178,100-M(79.2)-178,58ȣ,275mm,29.5
" 1,024 ",20130415,98.8 cm,83.5 cm,167.7 cm,81.6 cm (32.1 in),73.7 cm,57.2 cm,26.1 cm,10.0 cm,66.6 kg,100-168,100-L(80)-168,80-M(74.8)-168,57ȣ,265mm,23.6
" 1,025 ",20130415,108.4 cm,86.1 cm,172.9 cm,91.7 cm (36.1 in),76.4 cm,58.2 cm,27.6 cm,10.3 cm,77.3 kg,110-173,105-L(82)-173,90-M(77)-173,58ȣ,280mm,25.8
" 1,026 ",20130415,106.7 cm,86.1 cm,172.5 cm,98.9 cm (38.9 in),76.2 cm,59.1 cm,28.6 cm,12.0 cm,81.0 kg,105-173,105-L(82)-173,100-M(77)-173,59ȣ,290mm,27.2
" 1,027 ",20130415,96.2 cm,84.6 cm,168.2 cm,87.5 cm (34.4 in),74.1 cm,56.8 cm,25.2 cm,9.0 cm,68.7 kg,95-168,95-L(80)-168,85-M(74.8)-168,57ȣ,255mm,24.3
" 1,028 ",20130415,89.0 cm,85.0 cm,169.7 cm,73.7 cm (29.0 in),74.9 cm,57.5 cm,25.8 cm,8.5 cm,53.7 kg,90-168,90-M(80)-173,75-M(74.8)-168,57ȣ,260mm,18.6
" 1,029 ",20130415,97.9 cm,86.1 cm,172.8 cm,74.1 cm (29.2 in),76.1 cm,59.8 cm,27.8 cm,9.5 cm,67.5 kg,100-173,100-L(82)-173,75-M(77)-173,60ȣ,280mm,22.7
" 1,030 ",20130415,103.9 cm,85.6 cm,171.7 cm,90.0 cm (35.4 in),75.8 cm,57.1 cm,25.5 cm,9.9 cm,74.5 kg,105-173,105-L(82)-173,90-M(77)-173,57ȣ,255mm,25.3
" 1,031 ",20130415,93.9 cm,85.7 cm,171.9 cm,84.4 cm (33.2 in),75.9 cm,58.9 cm,26.2 cm,10.2 cm,61.5 kg,95-173,95-L(82)-173,85-M(77)-173,59ȣ,265mm,20.8
" 1,032 ",20130415,96.8 cm,88.1 cm,175.5 cm,81.3 cm (32.0 in),77.4 cm,57.7 cm,25.4 cm,9.9 cm,63.1 kg,95-178,95-L(84)-178,80-M(77)-173,58ȣ,255mm,20.5
" 1,033 ",20130415,107.2 cm,86.4 cm,173.7 cm,83.5 cm (32.9 in),76.6 cm,57.5 cm,25.8 cm,10.2 cm,71.2 kg,105-173,105-L(82)-173,85-M(77)-173,57ȣ,260mm,23.6
" 1,034 ",20130415,97.7 cm,89.7 cm,179.9 cm,83.4 cm (32.9 in),79.1 cm,59.1 cm,27.1 cm,9.2 cm,76.3 kg,100-178,100-L(87)-185,85-M(79.2)-178,59ȣ,275mm,23.6
" 1,035 ",20130415,89.7 cm,83.5 cm,167.6 cm,76.4 cm (30.1 in),73.6 cm,54.6 cm,26.7 cm,9.0 cm,60.3 kg,90-168,90-M(78)-168,75-M(74.8)-168,55ȣ,270mm,21.4
" 1,036 ",20130415,93.1 cm,92.2 cm,183.7 cm,79.5 cm (31.3 in),81.1 cm,59.9 cm,27.5 cm,10.0 cm,72.6 kg,95-185,95-M(85)-185,80-M(82.3)-185,60ȣ,275mm,21.6
" 1,037 ",20130415,89.3 cm,85.9 cm,171.1 cm,71.4 cm (28.1 in),75.3 cm,55.3 cm,26.6 cm,9.1 cm,56.7 kg,90-173,90-M(80)-173,70-M(77)-173,55ȣ,270mm,19.4
" 1,038 ",20130415,87.2 cm,87.2 cm,173.9 cm,78.5 cm (30.9 in),76.7 cm,57.3 cm,26.0 cm,9.5 cm,59.0 kg,90-173,90-M(82)-178,80-M(77)-173,57ȣ,260mm,19.5
" 1,039 ",20130415,91.7 cm,86.2 cm,171.9 cm,81.3 cm (32.0 in),76.0 cm,58.5 cm,25.6 cm,9.8 cm,64.5 kg,90-173,95-L(82)-173,80-M(77)-173,58ȣ,260mm,21.8
" 1,040 ",20130415,96.9 cm,90.8 cm,181.8 cm,87.1 cm (34.3 in),80.2 cm,57.7 cm,28.9 cm,9.2 cm,67.5 kg,95-185,100-L(87)-185,85-M(82.3)-185,58ȣ,290mm,20.4
" 1,041 ",20130415,101.1 cm,83.6 cm,167.1 cm,85.3 cm (33.6 in),73.7 cm,58.9 cm,24.7 cm,9.4 cm,73.3 kg,100-168,100-L(80)-168,85-M(74.8)-168,59ȣ,250mm,26.3
" 1,042 ",20130415,117.4 cm,84.4 cm,169.5 cm,95.6 cm (37.6 in),74.7 cm,59.4 cm,25.9 cm,10.7 cm,84.2 kg,115-173,115-M(80)-173,95-S(71.8)-168,59ȣ,260mm,29.3
" 1,043 ",20130415,105.1 cm,91.0 cm,183.0 cm,92.0 cm (36.2 in),80.7 cm,57.4 cm,27.6 cm,9.2 cm,83.0 kg,105-185,105-M(85)-185,90-M(82.3)-185,57ȣ,280mm,24.9
" 1,044 ",20130415,97.2 cm,87.7 cm,175.0 cm,86.2 cm (33.9 in),77.1 cm,59.5 cm,26.0 cm,9.7 cm,62.9 kg,95-173,95-L(84)-178,85-M(77)-173,60ȣ,260mm,20.5
" 1,045 ",20130415,102.7 cm,90.7 cm,181.8 cm,98.2 cm (38.6 in),80.1 cm,59.5 cm,28.9 cm,9.6 cm,84.6 kg,105-185,100-L(87)-185,100-M(82.3)-185,60ȣ,290mm,25.6
" 1,046 ",20130415,96.5 cm,91.4 cm,182.5 cm,82.9 cm (32.6 in),80.4 cm,57.3 cm,26.8 cm,9.3 cm,72.3 kg,95-185,100-L(87)-185,85-M(82.3)-185,57ȣ,270mm,21.7
" 1,047 ",20130415,92.3 cm,86.4 cm,172.9 cm,82.4 cm (32.4 in),76.3 cm,56.2 cm,27.9 cm,9.5 cm,64.0 kg,90-173,95-L(82)-173,80-M(77)-173,56ȣ,280mm,21.4
" 1,048 ",20130415,100.6 cm,86.2 cm,173.3 cm,92.6 cm (36.5 in),76.6 cm,57.5 cm,26.0 cm,11.0 cm,78.8 kg,100-173,100-L(82)-173,95-M(77)-173,58ȣ,260mm,26.3
" 1,049 ",20130415,101.2 cm,88.4 cm,175.9 cm,89.8 cm (35.3 in),77.6 cm,57.6 cm,27.3 cm,10.0 cm,72.2 kg,100-178,100-L(84)-178,90-M(79.2)-178,58ȣ,275mm,23.3
" 1,050 ",20130415,107.0 cm,87.0 cm,174.1 cm,93.2 cm (36.7 in),76.8 cm,57.1 cm,26.1 cm,9.2 cm,77.3 kg,105-173,105-L(84)-178,95-M(77)-173,57ȣ,265mm,25.5
" 1,051 ",20130415,94.1 cm,93.1 cm,185.5 cm,90.5 cm (35.6 in),81.6 cm,60.3 cm,29.0 cm,9.4 cm,72.5 kg,95-185,95-M(85)-185,90-M(82.3)-185,60ȣ,290mm,21.1
" 1,052 ",20130415,103.4 cm,89.3 cm,178.6 cm,83.4 cm (32.8 in),78.6 cm,57.9 cm,25.4 cm,9.5 cm,70.7 kg,105-178,105-L(84)-178,85-M(79.2)-178,58ȣ,255mm,22.2
" 1,053 ",20130415,95.9 cm,85.7 cm,171.8 cm,77.2 cm (30.4 in),75.6 cm,57.3 cm,26.2 cm,9.2 cm,61.3 kg,95-173,95-L(82)-173,75-M(77)-173,57ȣ,265mm,20.8
" 1,054 ",20130415,103.3 cm,88.3 cm,176.2 cm,97.2 cm (38.3 in),77.6 cm,60.4 cm,27.7 cm,10.1 cm,79.3 kg,105-178,105-L(84)-178,95-M(79.2)-178,60ȣ,280mm,25.6
" 1,055 ",20130415,106.3 cm,88.6 cm,177.9 cm,91.6 cm (36.1 in),78.4 cm,59.6 cm,26.8 cm,10.0 cm,79.4 kg,105-178,105-L(84)-178,90-M(79.2)-178,60ȣ,270mm,25.0
" 1,056 ",20130415,101.9 cm,86.1 cm,172.8 cm,83.7 cm (33.0 in),76.3 cm,56.2 cm,25.9 cm,9.8 cm,67.5 kg,100-173,100-L(82)-173,85-M(77)-173,56ȣ,260mm,22.6
" 1,057 ",20130415,95.4 cm,86.5 cm,173.2 cm,79.9 cm (31.4 in),76.3 cm,59.2 cm,26.1 cm,9.5 cm,61.6 kg,95-173,95-L(82)-173,80-M(77)-173,59ȣ,265mm,20.5
" 1,058 ",20130415,95.0 cm,85.0 cm,169.3 cm,77.3 cm (30.4 in),74.7 cm,57.7 cm,24.4 cm,8.2 cm,61.3 kg,95-168,95-L(82)-173,75-M(74.8)-168,58ȣ,245mm,21.4
" 1,059 ",20130415,93.3 cm,90.8 cm,181.6 cm,82.5 cm (32.5 in),80.3 cm,57.8 cm,28.6 cm,9.4 cm,70.5 kg,95-185,95-M(85)-185,80-M(79.2)-178,58ȣ,290mm,21.3
" 1,060 ",20130415,89.4 cm,86.6 cm,173.1 cm,74.0 cm (29.2 in),76.1 cm,54.3 cm,26.0 cm,9.9 cm,56.7 kg,90-173,90-M(80)-173,75-M(77)-173,54ȣ,260mm,18.9
" 1,061 ",20130415,89.0 cm,84.9 cm,169.9 cm,79.2 cm (31.2 in),74.7 cm,55.4 cm,25.5 cm,8.5 cm,57.4 kg,90-168,90-M(80)-173,80-M(74.8)-168,55ȣ,255mm,19.9
" 1,062 ",20130415,110.3 cm,88.9 cm,178.6 cm,92.2 cm (36.3 in),78.6 cm,57.3 cm,27.2 cm,31.4 cm,79.5 kg,110-178,110-M(82)-178,90-M(79.2)-178,57ȣ,275mm,24.9
" 1,063 ",20130415,88.3 cm,84.8 cm,168.7 cm,81.1 cm (31.9 in),74.4 cm,56.3 cm,24.5 cm,9.3 cm,60.7 kg,90-168,90-M(80)-173,80-M(74.8)-168,56ȣ,245mm,21.4
" 1,064 ",20130415,114.1 cm,88.6 cm,176.4 cm,101.4 cm (39.9 in),77.6 cm,58.2 cm,27.6 cm,11.0 cm,95.5 kg,115-178,115-M(82)-178,100-M(79.2)-178,58ȣ,280mm,30.7
" 1,065 ",20130415,87.2 cm,88.9 cm,177.5 cm,74.5 cm (29.3 in),78.3 cm,54.4 cm,24.8 cm,8.8 cm,52.1 kg,90-178,90-M(82)-178,75-M(79.2)-178,54ȣ,250mm,16.5
" 1,066 ",20130415,100.7 cm,92.9 cm,185.4 cm,91.3 cm (36.0 in),81.5 cm,58.2 cm,27.2 cm,9.4 cm,80.0 kg,100-185,100-L(87)-185,90-M(82.3)-185,58ȣ,275mm,0.1
" 1,067 ",20130415,95.7 cm,84.6 cm,168.6 cm,73.8 cm (29.1 in),74.3 cm,54.8 cm,26.3 cm,10.1 cm,61.8 kg,95-168,95-L(80)-168,75-M(74.8)-168,55ȣ,265mm,21.7
" 1,068 ",20130415,105.1 cm,89.5 cm,179.5 cm,88.9 cm (35.0 in),79.1 cm,56.9 cm,26.8 cm,9.2 cm,76.0 kg,105-178,105-L(84)-178,90-M(79.2)-178,57ȣ,270mm,23.6
" 1,069 ",20130415,89.9 cm,93.0 cm,186.1 cm,91.2 cm (35.9 in),81.9 cm,56.1 cm,30.0 cm,9.8 cm,65.0 kg,95-185,90-M(85)-185,90-M(82.3)-185,56ȣ,300mm,18.8
" 1,070 ",20130415,99.6 cm,90.9 cm,181.5 cm,87.4 cm (34.4 in),79.8 cm,58.8 cm,28.1 cm,10.2 cm,66.7 kg,100-178,100-L(87)-185,85-M(79.2)-178,59ȣ,285mm,20.3
" 1,071 ",20130415,99.9 cm,89.6 cm,180.0 cm,86.7 cm (34.1 in),79.4 cm,57.8 cm,28.1 cm,9.4 cm,74.8 kg,100-178,100-L(87)-185,85-M(79.2)-178,58ȣ,285mm,23.1
" 1,072 ",20130415,95.2 cm,85.9 cm,171.7 cm,86.4 cm (34.0 in),75.6 cm,57.6 cm,28.4 cm,9.1 cm,66.1 kg,95-173,95-L(82)-173,85-M(77)-173,58ȣ,285mm,22.5
" 1,073 ",20130415,102.3 cm,91.9 cm,184.4 cm,78.4 cm (30.9 in),81.1 cm,60.8 cm,26.7 cm,10.0 cm,74.8 kg,100-185,100-L(87)-185,80-M(82.3)-185,61ȣ,270mm,22.1
" 1,074 ",20130415,95.1 cm,88.3 cm,177.1 cm,80.5 cm (31.7 in),78.2 cm,57.1 cm,27.8 cm,10.6 cm,65.2 kg,95-178,95-L(84)-178,80-M(79.2)-178,57ȣ,280mm,20.8
" 1,075 ",20130415,92.7 cm,87.4 cm,175.4 cm,73.2 cm (28.8 in),77.1 cm,57.9 cm,25.4 cm,8.8 cm,61.0 kg,95-173,95-L(84)-178,75-M(77)-173,58ȣ,255mm,19.8
" 1,076 ",20130415,89.8 cm,89.0 cm,177.8 cm,78.5 cm (30.9 in),78.2 cm,56.4 cm,25.2 cm,10.0 cm,57.2 kg,90-178,90-M(82)-178,80-M(79.2)-178,56ȣ,255mm,18.1
" 1,077 ",20130415,101.3 cm,83.2 cm,167.1 cm,90.6 cm (35.7 in),73.7 cm,60.3 cm,24.7 cm,9.7 cm,73.4 kg,100-168,100-L(80)-168,90-S(71.8)-168,60ȣ,250mm,26.3
" 1,078 ",20130415,98.8 cm,87.8 cm,176.4 cm,85.6 cm (33.7 in),77.8 cm,56.4 cm,26.3 cm,9.6 cm,65.5 kg,100-178,100-L(84)-178,85-M(79.2)-178,56ȣ,265mm,21.1
" 1,079 ",20130415,86.5 cm,88.2 cm,176.1 cm,79.7 cm (31.4 in),77.5 cm,56.3 cm,26.8 cm,9.0 cm,64.3 kg,90-178,90-M(82)-178,80-S(76.2)-178,56ȣ,270mm,20.7
" 1,080 ",20130415,91.3 cm,87.4 cm,173.9 cm,75.0 cm (29.5 in),76.8 cm,55.3 cm,26.4 cm,8.9 cm,60.7 kg,90-173,95-L(84)-178,75-M(77)-173,55ȣ,265mm,20.0
" 1,081 ",20130415,83.5 cm,89.3 cm,178.6 cm,69.9 cm (27.5 in),78.9 cm,54.9 cm,26.0 cm,8.4 cm,52.6 kg,90-178,90-M(82)-178,75-M(79.2)-178,55ȣ,260mm,16.5
" 1,082 ",20130415,110.9 cm,86.0 cm,172.1 cm,94.3 cm (37.1 in),75.5 cm,59.0 cm,27.4 cm,10.9 cm,85.0 kg,110-173,110-M(80)-173,95-M(77)-173,59ȣ,275mm,28.7
" 1,083 ",20130415,92.0 cm,82.9 cm,165.9 cm,85.7 cm (33.7 in),73.2 cm,57.8 cm,24.6 cm,8.9 cm,57.2 kg,90-168,95-L(80)-168,85-S(71.8)-168,58ȣ,250mm,20.8
" 1,084 ",20130415,104.4 cm,87.8 cm,175.2 cm,90.4 cm (35.6 in),77.0 cm,55.8 cm,28.2 cm,10.3 cm,80.9 kg,105-173,105-L(84)-178,90-M(77)-173,56ȣ,285mm,26.4
" 1,085 ",20130415,89.5 cm,85.0 cm,170.9 cm,74.2 cm (29.2 in),75.3 cm,54.8 cm,25.4 cm,8.0 cm,56.9 kg,90-173,90-M(80)-173,75-M(77)-173,55ȣ,255mm,19.5
" 1,086 ",20130415,98.3 cm,90.7 cm,182.0 cm,81.7 cm (32.2 in),80.3 cm,55.2 cm,28.1 cm,8.9 cm,71.4 kg,100-185,100-L(87)-185,80-M(82.3)-185,55ȣ,285mm,21.5
" 1,087 ",20130415,89.7 cm,88.2 cm,177.1 cm,71.4 cm (28.1 in),78.3 cm,57.8 cm,27.1 cm,10.7 cm,58.6 kg,90-178,90-M(82)-178,75-M(79.2)-178,58ȣ,275mm,18.7
" 1,088 ",20130415,90.0 cm,92.4 cm,185.5 cm,76.8 cm (30.2 in),81.6 cm,54.6 cm,26.5 cm,9.2 cm,58.6 kg,95-185,90-M(85)-185,75-M(82.3)-185,55ȣ,265mm,17.0
" 1,089 ",20130415,107.4 cm,89.2 cm,178.9 cm,94.3 cm (37.1 in),79.0 cm,57.6 cm,29.0 cm,9.8 cm,80.4 kg,105-178,105-L(84)-178,95-M(79.2)-178,58ȣ,290mm,25.1
